time,estimated_returnee
2022-03-24,2098
2022-03-25,2270
2022-03-26,2270
2022-03-27,2270
2022-03-28,2342
2022-03-29,2331
2022-03-30,2550
2022-03-31,2729
2022-04-01,2619
2022-04-02,2619
2022-04-03,2619
2022-04-04,2528
2022-04-05,2743
2022-04-06,2432
2022-04-07,2717
2022-04-08,2718
2022-04-09,2718
2022-04-10,2718
2022-04-11,2926
2022-04-12,3022
2022-04-13,2875
2022-04-14,3120
2022-04-15,3093
2022-04-16,3093
2022-04-17,3093
2022-04-18,2819
2022-04-19,3480
2022-04-20,3325
2022-04-21,2476
2022-04-22,2475
2022-04-23,2475
2022-04-24,2475
2022-04-25,2475
2022-04-26,2485
2022-04-27,3104
2022-04-28,3415
2022-04-29,3523
2022-04-30,3523
2022-05-01,3522
2022-05-02,3183
2022-05-03,3019
2022-05-04,2940
2022-05-05,2902
2022-05-06,2885
2022-05-07,2884
2022-05-08,2903
2022-05-09,2938
2022-05-10,2982
2022-05-11,3026
2022-05-12,3059
2022-05-13,3079
2022-05-14,3087
2022-05-15,3087
2022-05-16,3081
2022-05-17,3072
2022-05-18,3064
2022-05-19,3059
2022-05-20,3058
2022-05-21,3060
2022-05-22,3066
2022-05-23,3074
2022-05-24,3081
2022-05-25,3085
2022-05-26,3085
2022-05-27,3081
2022-05-28,3073
2022-05-29,3063
2022-05-30,3054
2022-05-31,3048
2022-06-01,3045
2022-06-02,3044
2022-06-03,3046
2022-06-04,3051
2022-06-05,3056
2022-06-06,3059
2022-06-07,3061
2022-06-08,3061
2022-06-09,3060
2022-06-10,3057
2022-06-11,3053
2022-06-12,3049
2022-06-13,3046
2022-06-14,3044
2022-06-15,3043
2022-06-16,3044
2022-06-17,3046
2022-06-18,3049
2022-06-19,3051
2022-06-20,3053
2022-06-21,3054
2022-06-22,3054
2022-06-23,3053
2022-06-24,3051
2022-06-25,3048
2022-06-26,3046
2022-06-27,3044
2022-06-28,3043
2022-06-29,3043
2022-06-30,3044
2022-07-01,3046
2022-07-02,3048
2022-07-03,3050
2022-07-04,3051
2022-07-05,3051
2022-07-06,3050
2022-07-07,3049
2022-07-08,3047
2022-07-09,3046
2022-07-10,3045
2022-07-11,3045
2022-07-12,3046
2022-07-13,3047
2022-07-14,3049
2022-07-15,3050
2022-07-16,3051
2022-07-17,3051
2022-07-18,3051
2022-07-19,3050
2022-07-20,3049
2022-07-21,3048
2022-07-22,3047
2022-07-23,3046
2022-07-24,3046
2022-07-25,3046
2022-07-26,3047
2022-07-27,3048
2022-07-28,3049
2022-07-29,3050
2022-07-30,3050
2022-07-31,3050
2022-08-01,3049

