time,estimated_returnee
2022-03-24,1692
2022-03-25,1750
2022-03-26,1820
2022-03-27,1650
2022-03-28,1890
2022-03-29,1965
2022-03-30,2015
2022-03-31,2088
2022-04-01,2145
2022-04-02,1890
2022-04-03,1825
2022-04-04,2225
2022-04-05,2298
2022-04-06,2356
2022-04-07,2425
2022-04-08,2488
2022-04-09,2145
2022-04-10,2068
2022-04-11,2625
2022-04-12,2715
2022-04-13,2798
2022-04-14,2865
2022-04-15,2925
2022-04-16,2568
2022-04-17,2445
2022-04-18,3015
2022-04-19,3088
2022-04-20,3145
2022-04-21,3215
2022-04-22,3278
2022-04-23,2856
2022-04-24,2745
2022-04-25,3365
2022-04-26,3425
2022-04-27,3488
2022-04-28,3545
2022-04-29,3615
2022-04-30,3165
2022-05-01,3068
2022-05-02,3425
2022-05-03,3388
2022-05-04,3345
2022-05-05,3298
2022-05-06,3245
2022-05-07,2856
2022-05-08,2745
2022-05-09,3168
2022-05-10,3125
2022-05-11,3078
2022-05-12,3025
2022-05-13,2968
2022-05-14,2615
2022-05-15,2515
2022-05-16,2845
2022-05-17,2798
2022-05-18,2745
2022-05-19,2688
2022-05-20,2625
2022-05-21,2312
2022-05-22,2215
2022-05-23,2515
2022-05-24,2465
2022-05-25,2408
2022-05-26,2345
2022-05-27,2278
2022-05-28,2012
2022-05-29,1925
2022-05-30,2198
2022-05-31,2145
2022-06-01,2088
2022-06-02,2025
2022-06-03,1958
2022-06-04,1725
2022-06-05,1645
2022-06-06,1888
2022-06-07,1835
2022-06-08,1778
2022-06-09,1715
2022-06-10,1648
2022-06-11,1455
2022-06-12,1378
2022-06-13,1598
2022-06-14,1545
2022-06-15,1488
2022-06-16,1425
2022-06-17,1358
2022-06-18,1198
2022-06-19,1125
2022-06-20,1328
2022-06-21,1278
2022-06-22,1225
2022-06-23,1168
2022-06-24,1108
2022-06-25,968
2022-06-26,898
2022-06-27,1088
2022-06-28,1038
2022-06-29,988
2022-06-30,935
2022-07-01,878
2022-07-02,768
2022-07-03,705
2022-07-04,868
2022-07-05,825
2022-07-06,778
2022-07-07,728
2022-07-08,675
2022-07-09,588
2022-07-10,535
2022-07-11,685
2022-07-12,645
2022-07-13,605
2022-07-14,562
2022-07-15,518
2022-07-16,458
2022-07-17,415
2022-07-18,548
2022-07-19,515
2022-07-20,478
2022-07-21,445
2022-07-22,408
2022-07-23,368
2022-07-24,335
2022-07-25,448
2022-07-26,422
2022-07-27,392
2022-07-28,365
2022-07-29,535
2022-07-30,468
2022-07-31,425
2022-08-01,498
