time,estimated_returnee
2022-03-24,892
2022-03-25,956
2022-03-26,1034
2022-03-27,1089
2022-03-28,967
2022-03-29,1123
2022-03-30,1245
2022-03-31,1398
2022-04-01,1467
2022-04-02,1523
2022-04-03,1389
2022-04-04,1456
2022-04-05,1634
2022-04-06,1712
2022-04-07,1598
2022-04-08,1823
2022-04-09,1734
2022-04-10,1689
2022-04-11,1512
2022-04-12,1267
2022-04-13,1156
2022-04-14,1289
2022-04-15,1423
2022-04-16,1678
2022-04-17,1734
2022-04-18,1823
2022-04-19,1598
2022-04-20,1467
2022-04-21,1734
2022-04-22,1512
2022-04-23,1623
2022-04-24,1689
2022-04-25,1598
2022-04-26,1398
2022-04-27,1089
2022-04-28,1423
2022-04-29,1467
2022-04-30,1734
2022-05-01,1912
2022-05-02,1734
2022-05-03,1689
2022-05-04,1598
2022-05-05,1467
2022-05-06,1023
2022-05-07,1623
2022-05-08,1689
2022-05-09,1867
2022-05-10,1289
2022-05-11,1978
2022-05-12,1156
2022-05-13,934
2022-05-14,1467
2022-05-15,1512
2022-05-16,1734
2022-05-17,1023
2022-05-18,2134
2022-05-19,1623
2022-05-20,1734
2022-05-21,1912
2022-05-22,1823
2022-05-23,1423
2022-05-24,1389
2022-05-25,1512
2022-05-26,1734
2022-05-27,1867
2022-05-28,1156
2022-05-29,1598
2022-05-30,1023
2022-05-31,989
2022-06-01,1134
2022-06-02,1089
2022-06-03,1034
2022-06-04,1245
2022-06-05,1334
2022-06-06,967
2022-06-07,1289
2022-06-08,1023
2022-06-09,1467
2022-06-10,1089
2022-06-11,1045
2022-06-12,1312
2022-06-13,1098
2022-06-14,1245
2022-06-15,689
2022-06-16,1067
2022-06-17,1089
2022-06-18,1023
2022-06-19,1245
2022-06-20,589
2022-06-21,923
2022-06-22,1023
2022-06-23,2767
2022-06-24,1334
2022-06-25,745
2022-06-26,634
2022-06-27,845
2022-06-28,745
2022-06-29,789
2022-06-30,989
2022-07-01,567
2022-07-02,612
2022-07-03,945
2022-07-04,778
2022-07-05,678
2022-07-06,523
2022-07-07,1534
2022-07-08,789
2022-07-09,589
2022-07-10,767
2022-07-11,989
2022-07-12,456
2022-07-13,589
2022-07-14,412
2022-07-15,778
2022-07-16,945
2022-07-17,312
2022-07-18,1434
2022-07-19,1001
2022-07-20,945
2022-07-21,701
2022-07-22,467
2022-07-23,489
2022-07-24,1034
2022-07-25,978
2022-07-26,534
2022-07-27,301
2022-07-28,734
2022-07-29,334
2022-07-30,767
2022-07-31,512
2022-08-01,389
