time,estimated_returnee
2022-03-24,420
2022-03-25,450
2022-03-26,380
2022-03-27,490
2022-03-28,520
2022-03-29,470
2022-03-30,510
2022-03-31,490
2022-04-01,530
2022-04-02,460
2022-04-03,550
2022-04-04,580
2022-04-05,520
2022-04-06,560
2022-04-07,540
2022-04-08,590
2022-04-09,480
2022-04-10,620
2022-04-11,650
2022-04-12,590
2022-04-13,610
2022-04-14,580
2022-04-15,640
2022-04-16,520
2022-04-17,670
2022-04-18,700
2022-04-19,650
2022-04-20,680
2022-04-21,710
2022-04-22,690
2022-04-23,560
2022-04-24,740
2022-04-25,770
2022-04-26,720
2022-04-27,750
2022-04-28,730
2022-04-29,790
2022-04-30,620
2022-05-01,810
2022-05-02,840
2022-05-03,780
2022-05-04,820
2022-05-05,850
2022-05-06,880
2022-05-07,710
2022-05-08,920
2022-05-09,890
2022-05-10,860
2022-05-11,900
2022-05-12,930
2022-05-13,960
2022-05-14,780
2022-05-15,1010
2022-05-16,980
2022-05-17,950
2022-05-18,990
2022-05-19,1020
2022-05-20,1050
2022-05-21,850
2022-05-22,1090
2022-05-23,1060
2022-05-24,1030
2022-05-25,1070
2022-05-26,1100
2022-05-27,1130
2022-05-28,920
2022-05-29,1170
2022-05-30,1140
2022-05-31,1110
2022-06-01,1150
2022-06-02,1180
2022-06-03,1210
2022-06-04,980
2022-06-05,1250
2022-06-06,1220
2022-06-07,1190
2022-06-08,1230
2022-06-09,1180
2022-06-10,1210
2022-06-11,1040
2022-06-12,1240
2022-06-13,1210
2022-06-14,1180
2022-06-15,1220
2022-06-16,1250
2022-06-17,1280
2022-06-18,1100
2022-06-19,1320
2022-06-20,1290
2022-06-21,1260
2022-06-22,1300
2022-06-23,1270
2022-06-24,1240
2022-06-25,1110
2022-06-26,1280
2022-06-27,1250
2022-06-28,1220
2022-06-29,1260
2022-06-30,1290
2022-07-01,1320
2022-07-02,1150
2022-07-03,1360
2022-07-04,1330
2022-07-05,1300
2022-07-06,1340
2022-07-07,1310
2022-07-08,1280
2022-07-09,1160
2022-07-10,1320
2022-07-11,1290
2022-07-12,1260
2022-07-13,1300
2022-07-14,1270
2022-07-15,1240
2022-07-16,1130
2022-07-17,1280
2022-07-18,1250
2022-07-19,1220
2022-07-20,1260
2022-07-21,1290
2022-07-22,1320
2022-07-23,1180
2022-07-24,1360
2022-07-25,1330
2022-07-26,1300
2022-07-27,1340
2022-07-28,1310
2022-07-29,1350
2022-07-30,1210
2022-07-31,1390
2022-08-01,1360
