time,estimated_returnee
2022-03-24,1644
2022-03-25,1717
2022-03-26,1716
2022-03-27,1643
2022-03-28,1555
2022-03-29,1503
2022-03-30,1372
2022-03-31,1416
2022-04-01,1147
2022-04-02,1093
2022-04-03,1307
2022-04-04,1154
2022-04-05,1086
2022-04-06,1086
2022-04-07,816
2022-04-08,965
2022-04-09,926
2022-04-10,796
2022-04-11,623
2022-04-12,504
2022-04-13,636
2022-04-14,168
2022-04-15,640
2022-04-16,423
2022-04-17,562
2022-04-18,506
2022-04-19,301
2022-04-20,404
2022-04-21,438
2022-04-22,488
2022-04-23,450
2022-04-24,374
2022-04-25,313
2022-04-26,509
2022-04-27,377
2022-04-28,349
2022-04-29,320
2022-04-30,283
2022-05-01,235
2022-05-02,305
2022-05-03,322
2022-05-04,387
2022-05-05,249
2022-05-06,243
2022-05-07,213
2022-05-08,189
2022-05-09,114
2022-05-10,219
2022-05-11,208
2022-05-12,267
2022-05-13,124
2022-05-14,297
2022-05-15,142
2022-05-16,163
2022-05-17,208
2022-05-18,187
2022-05-19,132
2022-05-20,132
2022-05-21,146
2022-05-22,174
2022-05-23,101
2022-05-24,142
2022-05-25,85
2022-05-26,83
2022-05-27,97
2022-05-28,91
2022-05-29,88
2022-05-30,102
2022-05-31,107
2022-06-01,75
2022-06-02,103
2022-06-03,78
2022-06-04,115
2022-06-05,82
2022-06-06,85
2022-06-07,117
2022-06-08,98
2022-06-09,106
2022-06-10,75
2022-06-11,107
2022-06-12,53
2022-06-13,87
2022-06-14,87
2022-06-15,86
2022-06-16,42
2022-06-17,73
2022-06-18,74
2022-06-19,252
2022-06-20,113
2022-06-21,55
2022-06-22,46
2022-06-23,63
2022-06-24,53
2022-06-25,57
2022-06-26,71
2022-06-27,39
2022-06-28,45
2022-06-29,76
2022-06-30,64
2022-07-01,52
2022-07-02,36
2022-07-03,118
2022-07-04,56
2022-07-05,37
2022-07-06,53
2022-07-07,76
2022-07-08,24
2022-07-09,122
2022-07-10,76
2022-07-11,70
2022-07-12,50
2022-07-13,29
2022-07-14,48
2022-07-15,48
2022-07-16,69
2022-07-17,118
2022-07-18,74
2022-07-19,89
2022-07-20,22
2022-07-21,41
2022-07-22,34
2022-07-23,54
2022-07-24,46
2022-07-25,38
2022-07-26,45
2022-07-27,42
2022-07-28,39
2022-07-29,51
2022-07-30,37
2022-07-31,52
2022-08-01,72
