time,estimated_returnee
2022-03-24,450
2022-03-25,425
2022-03-26,501
2022-03-27,370
2022-03-28,358
2022-03-29,363
2022-03-30,365
2022-03-31,385
2022-04-01,316
2022-04-02,345
2022-04-03,422
2022-04-04,415
2022-04-05,390
2022-04-06,375
2022-04-07,400
2022-04-08,425
2022-04-09,450
2022-04-10,470
2022-04-11,490
2022-04-12,510
2022-04-13,535
2022-04-14,560
2022-04-15,580
2022-04-16,605
2022-04-17,630
2022-04-18,655
2022-04-19,675
2022-04-20,700
2022-04-21,725
2022-04-22,750
2022-04-23,775
2022-04-24,800
2022-04-25,825
2022-04-26,850
2022-04-27,875
2022-04-28,900
2022-04-29,925
2022-04-30,950
2022-05-01,975
2022-05-02,1000
2022-05-03,1025
2022-05-04,1050
2022-05-05,1075
2022-05-06,1100
2022-05-07,1125
2022-05-08,1150
2022-05-09,1175
2022-05-10,1200
2022-05-11,1225
2022-05-12,1250
2022-05-13,1275
2022-05-14,1300
2022-05-15,1325
2022-05-16,1350
2022-05-17,1375
2022-05-18,1400
2022-05-19,1425
2022-05-20,1450
2022-05-21,1475
2022-05-22,1500
2022-05-23,1525
2022-05-24,1550
2022-05-25,1575
2022-05-26,1600
2022-05-27,1625
2022-05-28,1650
2022-05-29,1675
2022-05-30,1700
2022-05-31,1725
2022-06-01,1750
2022-06-02,1775
2022-06-03,1800
2022-06-04,1825
2022-06-05,1850
2022-06-06,1875
2022-06-07,1900
2022-06-08,1925
2022-06-09,1950
2022-06-10,1975
2022-06-11,2000
2022-06-12,2025
2022-06-13,2050
2022-06-14,2075
2022-06-15,2100
2022-06-16,2125
2022-06-17,2150
2022-06-18,2175
2022-06-19,2200
2022-06-20,2225
2022-06-21,2250
2022-06-22,2275
2022-06-23,2300
2022-06-24,2325
2022-06-25,2350
2022-06-26,2375
2022-06-27,2400
2022-06-28,2425
2022-06-29,2450
2022-06-30,2475
2022-07-01,2500
2022-07-02,2525
2022-07-03,2550
2022-07-04,2575
2022-07-05,2600
2022-07-06,2625
2022-07-07,2650
2022-07-08,2675
2022-07-09,2700
2022-07-10,2725
2022-07-11,2750
2022-07-12,2775
2022-07-13,2800
2022-07-14,2825
2022-07-15,2850
2022-07-16,2875
2022-07-17,2900
2022-07-18,2925
2022-07-19,2950
2022-07-20,2975
2022-07-21,3000
2022-07-22,3025
2022-07-23,3050
2022-07-24,3075
2022-07-25,3100
2022-07-26,3125
2022-07-27,3150
2022-07-28,3175
2022-07-29,3200
2022-07-30,3225
2022-07-31,3250
2022-08-01,3275
