time,estimated_returnee
2022-03-24,312
2022-03-25,427
2022-03-26,406
2022-03-27,400
2022-03-28,371
2022-03-29,346
2022-03-30,334
2022-03-31,357
2022-04-01,333
2022-04-02,298
2022-04-03,349
2022-04-04,279
2022-04-05,262
2022-04-06,321
2022-04-07,269
2022-04-08,286
2022-04-09,245
2022-04-10,253
2022-04-11,198
2022-04-12,163
2022-04-13,163
2022-04-14,170
2022-04-15,130
2022-04-16,182
2022-04-17,171
2022-04-18,167
2022-04-19,135
2022-04-20,118
2022-04-21,164
2022-04-22,126
2022-04-23,141
2022-04-24,143
2022-04-25,127
2022-04-26,98
2022-04-27,69
2022-04-28,102
2022-04-29,98
2022-04-30,128
2022-05-01,144
2022-05-02,104
2022-05-03,99
2022-05-04,88
2022-05-05,76
2022-05-06,46
2022-05-07,91
2022-05-08,87
2022-05-09,113
2022-05-10,57
2022-05-11,117
2022-05-12,55
2022-05-13,40
2022-05-14,73
2022-05-15,70
2022-05-16,85
2022-05-17,42
2022-05-18,107
2022-05-19,63
2022-05-20,70
2022-05-21,82
2022-05-22,74
2022-05-23,53
2022-05-24,51
2022-05-25,57
2022-05-26,73
2022-05-27,78
2022-05-28,43
2022-05-29,63
2022-05-30,37
2022-05-31,35
2022-06-01,41
2022-06-02,39
2022-06-03,37
2022-06-04,45
2022-06-05,48
2022-06-06,34
2022-06-07,46
2022-06-08,36
2022-06-09,52
2022-06-10,38
2022-06-11,36
2022-06-12,45
2022-06-13,38
2022-06-14,43
2022-06-15,24
2022-06-16,37
2022-06-17,37
2022-06-18,35
2022-06-19,43
2022-06-20,20
2022-06-21,32
2022-06-22,35
2022-06-23,95
2022-06-24,46
2022-06-25,26
2022-06-26,22
2022-06-27,29
2022-06-28,26
2022-06-29,28
2022-06-30,35
2022-07-01,20
2022-07-02,22
2022-07-03,36
2022-07-04,30
2022-07-05,26
2022-07-06,19
2022-07-07,58
2022-07-08,30
2022-07-09,22
2022-07-10,29
2022-07-11,38
2022-07-12,17
2022-07-13,22
2022-07-14,15
2022-07-15,29
2022-07-16,36
2022-07-17,12
2022-07-18,57
2022-07-19,40
2022-07-20,37
2022-07-21,28
2022-07-22,19
2022-07-23,20
2022-07-24,43
2022-07-25,41
2022-07-26,22
2022-07-27,12
2022-07-28,54
2022-07-29,71
2022-07-30,83
2022-07-31,28
2022-08-01,55

