time,estimated_returnee
2022-03-24,800
2022-03-25,1179
2022-03-26,1227
2022-03-27,1290
2022-03-28,1064
2022-03-29,836
2022-03-30,1254
2022-03-31,729
2022-04-01,853
2022-04-02,1125
2022-04-03,965
2022-04-04,777
2022-04-05,516
2022-04-06,771
2022-04-07,634
2022-04-08,719
2022-04-09,598
2022-04-10,623
2022-04-11,491
2022-04-12,400
2022-04-13,396
2022-04-14,423
2022-04-15,322
2022-04-16,452
2022-04-17,423
2022-04-18,413
2022-04-19,338
2022-04-20,295
2022-04-21,413
2022-04-22,318
2022-04-23,358
2022-04-24,363
2022-04-25,321
2022-04-26,249
2022-04-27,176
2022-04-28,259
2022-04-29,248
2022-04-30,324
2022-05-01,356
2022-05-02,235
2022-05-03,208
2022-05-04,160
2022-05-05,299
2022-05-06,288
2022-05-07,374
2022-05-08,185
2022-05-09,366
2022-05-10,175
2022-05-11,126
2022-05-12,214
2022-05-13,207
2022-05-14,250
2022-05-15,124
2022-05-16,315
2022-05-17,193
2022-05-18,213
2022-05-19,251
2022-05-20,282
2022-05-21,363
2022-05-22,271
2022-05-23,185
2022-05-24,174
2022-05-25,196
2022-05-26,251
2022-05-27,267
2022-05-28,149
2022-05-29,216
2022-05-30,130
2022-05-31,124
2022-06-01,145
2022-06-02,137
2022-06-03,129
2022-06-04,158
2022-06-05,169
2022-06-06,120
2022-06-07,163
2022-06-08,128
2022-06-09,185
2022-06-10,135
2022-06-11,129
2022-06-12,163
2022-06-13,136
2022-06-14,155
2022-06-15,86
2022-06-16,134
2022-06-17,134
2022-06-18,127
2022-06-19,155
2022-06-20,73
2022-06-21,116
2022-06-22,128
2022-06-23,348
2022-06-24,168
2022-06-25,94
2022-06-26,79
2022-06-27,106
2022-06-28,93
2022-06-29,99
2022-06-30,125
2022-07-01,71
2022-07-02,76
2022-07-03,118
2022-07-04,97
2022-07-05,84
2022-07-06,64
2022-07-07,192
2022-07-08,99
2022-07-09,73
2022-07-10,96
2022-07-11,124
2022-07-12,57
2022-07-13,73
2022-07-14,51
2022-07-15,98
2022-07-16,120
2022-07-17,38
2022-07-18,181
2022-07-19,130
2022-07-20,99
2022-07-21,130
2022-07-22,153
2022-07-23,129
2022-07-24,145
2022-07-25,141
2022-07-26,145
2022-07-27,139
2022-07-28,82
2022-07-29,151
2022-07-30,175
2022-07-31,56
2022-08-01,128
