time,estimated_returnee
2022-03-24,1552
2022-03-25,1646
2022-03-26,1895
2022-03-27,1780
2022-03-28,1582
2022-03-29,1607
2022-03-30,1664
2022-03-31,1709
2022-04-01,1846
2022-04-02,2238
2022-04-03,1992
2022-04-04,1601
2022-04-05,1437
2022-04-06,1592
2022-04-07,1674
2022-04-08,2092
2022-04-09,2404
2022-04-10,2409
2022-04-11,1825
2022-04-12,2060
2022-04-13,2468
2022-04-14,2839
2022-04-15,3388
2022-04-16,3313
2022-04-17,2180
2022-04-18,1681
2022-04-19,2326
2022-04-20,2871
2022-04-21,3262
2022-04-22,3525
2022-04-23,2577
2022-04-24,1018
2022-04-25,1498
2022-04-26,2136
2022-04-27,2616
2022-04-28,3006
2022-04-29,3219
2022-04-30,3823
2022-05-01,2991
2022-05-02,2743
2022-05-03,2661
2022-05-04,2690
2022-05-05,2795
2022-05-06,2905
2022-05-07,3001
2022-05-08,3136
2022-05-09,2970
2022-05-10,2816
2022-05-11,2731
2022-05-12,2779
2022-05-13,2872
2022-05-14,2970
2022-05-15,3061
2022-05-16,3069
2022-05-17,3108
2022-05-18,3188
2022-05-19,3324
2022-05-20,3293
2022-05-21,3244
2022-05-22,3258
2022-05-23,3226
2022-05-24,3184
2022-05-25,3184
2022-05-26,3198
2022-05-27,3237
2022-05-28,3204
2022-05-29,3230
2022-05-30,3313
2022-05-31,3304
2022-06-01,3323
2022-06-02,3386
2022-06-03,3518
2022-06-04,3531
2022-06-05,3619
2022-06-06,3716
2022-06-07,3708
2022-06-08,3865
2022-06-09,3969
2022-06-10,4003
2022-06-11,4014
2022-06-12,4008
2022-06-13,3944
2022-06-14,3880
2022-06-15,3833
2022-06-16,3810
2022-06-17,3747
2022-06-18,3646
2022-06-19,3571
2022-06-20,3599
2022-06-21,3655
2022-06-22,3667
2022-06-23,3697
2022-06-24,3722
2022-06-25,3699
2022-06-26,3707
2022-06-27,3684
2022-06-28,3726
2022-06-29,3645
2022-06-30,3576
2022-07-01,3540
2022-07-02,3548
2022-07-03,3584
2022-07-04,3568
2022-07-05,3575
2022-07-06,3527
2022-07-07,3508
2022-07-08,3496
2022-07-09,3538
2022-07-10,3581
2022-07-11,3569
2022-07-12,3551
2022-07-13,3464
2022-07-14,3452
2022-07-15,3510
2022-07-16,3550
2022-07-17,3595
2022-07-18,3564
2022-07-19,3569
2022-07-20,3598
2022-07-21,3575
2022-07-22,3549
2022-07-23,3536
2022-07-24,3524
2022-07-25,3523
2022-07-26,3501
2022-07-27,3515
2022-07-28,3526
2022-07-29,3486
2022-07-30,3485
2022-07-31,3595
2022-08-01,3566
