time,estimated_returnee
2022-03-24,561
2022-03-25,557
2022-03-26,453
2022-03-27,708
2022-03-28,655
2022-03-29,788
2022-03-30,757
2022-03-31,858
2022-04-01,1147
2022-04-02,1184
2022-04-03,1301
2022-04-04,1368
2022-04-05,1238
2022-04-06,1289
2022-04-07,1336
2022-04-08,1273
2022-04-09,1399
2022-04-10,1470
2022-04-11,1467
2022-04-12,1547
2022-04-13,1535
2022-04-14,1575
2022-04-15,1602
2022-04-16,1630
2022-04-17,1750
2022-04-18,1729
2022-04-19,1780
2022-04-20,1750
2022-04-21,1803
2022-04-22,1852
2022-04-23,1917
2022-04-24,1968
2022-04-25,1894
2022-04-26,1934
2022-04-27,2046
2022-04-28,2068
2022-04-29,1839
2022-04-30,1956
2022-05-01,1925
2022-05-02,2073
2022-05-03,2127
2022-05-04,2178
2022-05-05,2215
2022-05-06,2198
2022-05-07,2220
2022-05-08,2281
2022-05-09,2352
2022-05-10,2403
2022-05-11,2417
2022-05-12,2438
2022-05-13,2457
2022-05-14,2335
2022-05-15,2477
2022-05-16,2493
2022-05-17,2506
2022-05-18,2527
2022-05-19,2563
2022-05-20,2573
2022-05-21,2579
2022-05-22,2589
2022-05-23,2608
2022-05-24,2609
2022-05-25,2631
2022-05-26,2687
2022-05-27,2705
2022-05-28,2723
2022-05-29,2719
2022-05-30,2853
2022-06-01,2806
2022-06-02,2844
2022-06-03,2930
2022-06-04,2955
2022-06-05,2977
2022-06-06,3035
2022-06-07,3060
2022-06-08,3101
2022-06-09,3134
2022-06-10,3091
2022-06-11,3160
2022-06-12,3133
2022-06-13,3133
2022-06-14,3164
2022-06-15,3177
2022-06-16,3230
2022-06-17,3217
2022-06-18,3227
2022-06-19,3274
2022-06-20,3325
2022-06-21,3302
2022-06-22,3320
2022-06-23,3274
2022-06-24,3329
2022-06-25,3346
2022-06-26,3373
2022-06-27,3370
2022-06-28,3424
2022-06-29,3427
2022-06-30,3449
2022-07-01,3486
2022-07-02,3523
2022-07-03,3543
2022-07-04,3572
2022-07-05,3611
2022-07-06,3659
2022-07-07,3676
2022-07-08,3705
2022-07-09,3703
2022-07-10,3753
2022-07-11,3799
2022-07-12,3849
2022-07-13,3835
2022-07-14,3859
2022-07-15,3862
2022-07-16,3886
2022-07-17,3925
2022-07-18,3931
2022-07-19,3945
2022-07-20,3963
2022-07-21,3950
2022-07-22,4001
2022-07-23,4034
2022-07-24,4071
2022-07-25,4101
2022-07-26,4130
2022-07-27,4115
2022-07-28,4142
2022-07-29,4164
2022-07-30,4196
2022-07-31,4219
2022-08-01,4241
