time,estimated_returnee
2022-03-24,2609
2022-03-25,2576
2022-03-26,2347
2022-03-27,2324
2022-03-28,2487
2022-03-29,2431
2022-03-30,2405
2022-03-31,2328
2022-04-01,2296
2022-04-02,2120
2022-04-03,2084
2022-04-04,2236
2022-04-05,2190
2022-04-06,2159
2022-04-07,2102
2022-04-08,2082
2022-04-09,1901
2022-04-10,1861
2022-04-11,2001
2022-04-12,1973
2022-04-13,1957
2022-04-14,1903
2022-04-15,1875
2022-04-16,1711
2022-04-17,1678
2022-04-18,1794
2022-04-19,1771
2022-04-20,1756
2022-04-21,1687
2022-04-22,1679
2022-04-23,1522
2022-04-24,1507
2022-04-25,1604
2022-04-26,1588
2022-04-27,1554
2022-04-28,1515
2022-04-29,1515
2022-04-30,1368
2022-05-01,1339
2022-05-02,1450
2022-05-03,1422
2022-05-04,1405
2022-05-05,1369
2022-05-06,1361
2022-05-07,1231
2022-05-08,1217
2022-05-09,1301
2022-05-10,1271
2022-05-11,1193
2022-05-12,1216
2022-05-13,1183
2022-05-14,1109
2022-05-15,1063
2022-05-16,1157
2022-05-17,1128
2022-05-18,1131
2022-05-19,1078
2022-05-20,1093
2022-05-21,993
2022-05-22,961
2022-05-23,1053
2022-05-24,1023
2022-05-25,1014
2022-05-26,997
2022-05-27,976
2022-05-28,878
2022-05-29,863
2022-05-30,917
2022-05-31,922
2022-06-01,909
2022-06-02,878
2022-06-03,873
2022-06-04,785
2022-06-05,775
2022-06-06,822
2022-06-07,819
2022-06-08,809
2022-06-09,789
2022-06-10,794
2022-06-11,708
2022-06-12,699
2022-06-13,758
2022-06-14,744
2022-06-15,727
2022-06-16,710
2022-06-17,719
2022-06-18,633
2022-06-19,632
2022-06-20,651
2022-06-21,658
2022-06-22,643
2022-06-23,615
2022-06-24,645
2022-06-25,574
2022-06-26,546
2022-06-27,609
2022-06-28,572
2022-06-29,601
2022-06-30,547
2022-07-01,551
2022-07-02,500
2022-07-03,501
2022-07-04,551
2022-07-05,528
2022-07-06,523
2022-07-07,500
2022-07-08,505
2022-07-09,500
2022-07-10,500
2022-07-11,500
2022-07-12,500
2022-07-13,500
2022-07-14,500
2022-07-15,425
2022-07-16,425
2022-07-17,425
2022-07-18,425
2022-07-19,425
2022-07-20,425
2022-07-21,425
2022-07-22,425
2022-07-23,425
2022-07-24,425
2022-07-25,425
2022-07-26,425
2022-07-27,425
2022-07-28,425
2022-07-29,425
2022-07-30,425
2022-07-31,425
2022-08-01,400
