time,estimated_returnee
2022-03-24,2550
2022-03-25,2729
2022-03-26,2619
2022-03-27,2619
2022-03-28,2619
2022-03-29,2528
2022-03-30,2743
2022-03-31,2432
2022-04-01,2717
2022-04-02,2718
2022-04-03,2718
2022-04-04,2718
2022-04-05,2926
2022-04-06,3022
2022-04-07,2875
2022-04-08,3120
2022-04-09,3093
2022-04-10,3093
2022-04-11,3093
2022-04-12,2819
2022-04-13,3480
2022-04-14,3325
2022-04-15,2476
2022-04-16,2475
2022-04-17,2475
2022-04-18,2475
2022-04-19,2475
2022-04-20,2485
2022-04-21,3104
2022-04-22,3415
2022-04-23,3523
2022-04-24,3523
2022-04-25,3522
2022-04-26,3815
2022-04-27,4290
2022-04-28,4091
2022-04-29,4255
2022-04-30,4439
2022-05-01,4598
2022-05-02,3980
2022-05-03,4267
2022-05-04,4503
2022-05-05,4355
2022-05-06,4441
2022-05-07,4580
2022-05-08,4932
2022-05-09,4916
2022-05-10,4839
2022-05-11,4957
2022-05-12,5068
2022-05-13,5010
2022-05-14,5358
2022-05-15,5302
2022-05-16,5156
2022-05-17,5580
2022-05-18,5279
2022-05-19,5313
2022-05-20,5366
2022-05-21,5534
2022-05-22,5937
2022-05-23,5953
2022-05-24,5707
2022-05-25,5894
2022-05-26,5770
2022-05-27,5970
2022-05-28,5827
2022-05-29,6209
2022-05-30,6268
2022-05-31,6318
2022-06-01,6598
2022-06-02,6422
2022-06-03,6484
2022-06-04,6352
2022-06-05,6559
2022-06-06,6474
2022-06-07,6659
2022-06-08,6882
2022-06-09,6804
2022-06-10,6765
2022-06-11,6914
2022-06-12,6989
2022-06-13,6779
2022-06-14,7074
2022-06-15,6714
2022-06-16,6807
2022-06-17,6883
2022-06-18,7058
2022-06-19,7265
2022-06-20,7364
2022-06-21,7194
2022-06-22,7270
2022-06-23,7001
2022-06-24,7052
2022-06-25,7160
2022-06-26,7340
2022-06-27,7361
2022-06-28,7353
2022-06-29,7619
2022-06-30,7539
2022-07-01,7605
2022-07-02,7635
2022-07-03,7764
2022-07-04,7714
2022-07-05,7900
2022-07-06,7935
2022-07-07,7691
2022-07-08,7714
2022-07-09,7965
2022-07-10,8029
2022-07-11,8229
2022-07-12,8272
2022-07-13,8123
2022-07-14,8096
2022-07-15,8202
2022-07-16,8372
2022-07-17,8426
2022-07-18,8444
2022-07-19,8367
2022-07-20,8417
2022-07-21,8335
2022-07-22,8529
2022-07-23,8310
2022-07-24,8454
2022-07-25,8417
2022-07-26,8465
2022-07-27,8685
2022-07-28,8794
2022-07-29,8850
2022-07-30,8797
2022-07-31,8781
2022-08-01,8833
