time,estimated_returnee
2022-03-24,2098
2022-03-25,2270
2022-03-26,2270
2022-03-27,2270
2022-03-28,2342
2022-03-29,2331
2022-03-30,2550
2022-03-31,2729
2022-04-01,2619
2022-04-02,2619
2022-04-03,2619
2022-04-04,2528
2022-04-05,2743
2022-04-06,2432
2022-04-07,2717
2022-04-08,2718
2022-04-09,2718
2022-04-10,2718
2022-04-11,2926
2022-04-12,3022
2022-04-13,2875
2022-04-14,3120
2022-04-15,3093
2022-04-16,3093
2022-04-17,3093
2022-04-18,2819
2022-04-19,3480
2022-04-20,3325
2022-04-21,2476
2022-04-22,2475
2022-04-23,2475
2022-04-24,2475
2022-04-25,2475
2022-04-26,2485
2022-04-27,3104
2022-04-28,3415
2022-04-29,3523
2022-04-30,3523
2022-05-01,3522
2022-05-02,3219
2022-05-03,3406
2022-05-04,3347
2022-05-05,3253
2022-05-06,3341
2022-05-07,3298
2022-05-08,3313
2022-05-09,3256
2022-05-10,2568
2022-05-11,3207
2022-05-12,3112
2022-05-13,3552
2022-05-14,3212
2022-05-15,3514
2022-05-16,3346
2022-05-17,3694
2022-05-18,3710
2022-05-19,3543
2022-05-20,3726
2022-05-21,3747
2022-05-22,3572
2022-05-23,3624
2022-05-24,3791
2022-05-25,3663
2022-05-26,3756
2022-05-27,3956
2022-05-28,4390
2022-05-29,3935
2022-05-30,3945
2022-05-31,3868
2022-06-01,3939
2022-06-02,3914
2022-06-03,4030
2022-06-04,4160
2022-06-05,3979
2022-06-06,4199
2022-06-07,4219
2022-06-08,4287
2022-06-09,4463
2022-06-10,4496
2022-06-11,4390
2022-06-12,4420
2022-06-13,4394
2022-06-14,4556
2022-06-15,4596
2022-06-16,4523
2022-06-17,4636
2022-06-18,4717
2022-06-19,4626
2022-06-20,4689
2022-06-21,4683
2022-06-22,4564
2022-06-23,4742
2022-06-24,4839
2022-06-25,4931
2022-06-26,4894
2022-06-27,4969
2022-06-28,4764
2022-06-29,5001
2022-06-30,4942
2022-07-01,4983
2022-07-02,5014
2022-07-03,5018
2022-07-04,5116
2022-07-05,5171
2022-07-06,5224
2022-07-07,5069
2022-07-08,5212
2022-07-09,5152
2022-07-10,5231
2022-07-11,5312
2022-07-12,5286
2022-07-13,5368
2022-07-14,5297
2022-07-15,5108
2022-07-16,5188
2022-07-17,5112
2022-07-18,5144
2022-07-19,5309
2022-07-20,5478
2022-07-21,5261
2022-07-22,5312
2022-07-23,5129
2022-07-24,5101
2022-07-25,5127
2022-07-26,5148
2022-07-27,5046
2022-07-28,5133
2022-07-29,5456
2022-07-30,5510
2022-07-31,5405
2022-08-01,5646
