time,estimated_returnee
2022-03-24,46
2022-03-25,58
2022-03-26,249
2022-03-27,293
2022-03-28,211
2022-03-29,176
2022-03-30,315
2022-03-31,53
2022-04-01,149
2022-04-02,294
2022-04-03,128
2022-04-04,126
2022-04-05,110
2022-04-06,182
2022-04-07,119
2022-04-08,109
2022-04-09,85
2022-04-10,66
2022-04-11,136
2022-04-12,167
2022-04-13,162
2022-04-14,123
2022-04-15,77
2022-04-16,135
2022-04-17,106
2022-04-18,98
2022-04-19,143
2022-04-20,57
2022-04-21,164
2022-04-22,82
2022-04-23,62
2022-04-24,71
2022-04-25,42
2022-04-26,28
2022-04-27,66
2022-04-28,65
2022-04-29,96
2022-04-30,123
2022-05-01,48
2022-05-02,45
2022-05-03,40
2022-05-04,60
2022-05-05,43
2022-05-06,51
2022-05-07,35
2022-05-08,41
2022-05-09,26
2022-05-10,27
2022-05-11,46
2022-05-12,48
2022-05-13,44
2022-05-14,42
2022-05-15,20
2022-05-16,16
2022-05-17,16
2022-05-18,100
2022-05-19,17
2022-05-20,47
2022-05-21,95
2022-05-22,46
2022-05-23,90
2022-05-24,33
2022-05-25,72
2022-05-26,38
2022-05-27,44
2022-05-28,28
2022-05-29,14
2022-05-30,40
2022-05-31,44
2022-06-01,29
2022-06-02,51
2022-06-03,45
2022-06-04,27
2022-06-05,27
2022-06-06,14
2022-06-07,33
2022-06-08,34
2022-06-09,24
2022-06-10,58
2022-06-11,34
2022-06-12,21
2022-06-13,22
2022-06-14,16
2022-06-15,48
2022-06-16,38
2022-06-17,53
2022-06-18,32
2022-06-19,32
2022-06-20,40
2022-06-21,35
2022-06-22,29
2022-06-23,26
2022-06-24,56
2022-06-25,47
2022-06-26,83
2022-06-27,55
2022-06-28,54
2022-06-29,50
2022-06-30,25
2022-07-01,31
2022-07-02,73
2022-07-03,54
2022-07-04,37
2022-07-05,21
2022-07-06,54
2022-07-07,19
2022-07-08,59
2022-07-09,3
2022-07-10,20
2022-07-11,10
2022-07-12,36
2022-07-13,68
2022-07-14,21
2022-07-15,30
2022-07-16,14
2022-07-17,46
2022-07-18,8
2022-07-19,22
2022-07-20,19
2022-07-21,18
2022-07-22,52
2022-07-23,22
2022-07-24,20
2022-07-25,37
2022-07-26,46
2022-07-27,10
2022-07-28,9
2022-07-29,23
2022-07-30,32
2022-07-31,15
2022-08-01,40
