time,estimated_returnee
2022-03-24,945
2022-03-25,982
2022-03-26,1056
2022-03-27,1123
2022-03-28,1087
2022-03-29,1145
2022-03-30,1098
2022-03-31,1167
2022-04-01,1189
2022-04-02,1234
2022-04-03,1076
2022-04-04,1198
2022-04-05,1156
2022-04-06,1087
2022-04-07,945
2022-04-08,876
2022-04-09,1034
2022-04-10,923
2022-04-11,1098
2022-04-12,1087
2022-04-13,1045
2022-04-14,989
2022-04-15,1123
2022-04-16,1067
2022-04-17,945
2022-04-18,1012
2022-04-19,998
2022-04-20,1034
2022-04-21,1023
2022-04-22,1089
2022-04-23,1067
2022-04-24,876
2022-04-25,1045
2022-04-26,998
2022-04-27,1012
2022-04-28,989
2022-04-29,1078
2022-04-30,1056
2022-05-01,934
2022-05-02,1023
2022-05-03,989
2022-05-04,1002
2022-05-05,978
2022-05-06,1045
2022-05-07,1034
2022-05-08,912
2022-05-09,1012
2022-05-10,967
2022-05-11,989
2022-05-12,956
2022-05-13,1023
2022-05-14,1012
2022-05-15,889
2022-05-16,998
2022-05-17,945
2022-05-18,967
2022-05-19,934
2022-05-20,1002
2022-05-21,989
2022-05-22,867
2022-05-23,978
2022-05-24,923
2022-05-25,945
2022-05-26,912
2022-05-27,978
2022-05-28,967
2022-05-29,845
2022-05-30,956
2022-05-31,901
2022-06-01,923
2022-06-02,889
2022-06-03,956
2022-06-04,945
2022-06-05,823
2022-06-06,934
2022-06-07,878
2022-06-08,901
2022-06-09,867
2022-06-10,934
2022-06-11,923
2022-06-12,801
2022-06-13,912
2022-06-14,856
2022-06-15,878
2022-06-16,845
2022-06-17,912
2022-06-18,901
2022-06-19,778
2022-06-20,889
2022-06-21,834
2022-06-22,856
2022-06-23,823
2022-06-24,889
2022-06-25,878
2022-06-26,756
2022-06-27,867
2022-06-28,812
2022-06-29,834
2022-06-30,801
2022-07-01,867
2022-07-02,856
2022-07-03,734
2022-07-04,845
2022-07-05,789
2022-07-06,812
2022-07-07,778
2022-07-08,845
2022-07-09,834
2022-07-10,712
2022-07-11,823
2022-07-12,767
2022-07-13,789
2022-07-14,756
2022-07-15,823
2022-07-16,812
2022-07-17,689
2022-07-18,801
2022-07-19,745
2022-07-20,767
2022-07-21,734
2022-07-22,801
2022-07-23,789
2022-07-24,667
2022-07-25,778
2022-07-26,723
2022-07-27,745
2022-07-28,712
2022-07-29,778
2022-07-30,767
2022-07-31,645
2022-08-01,756
