time,estimated_returnee
2022-03-24,1420
2022-03-25,1680
2022-03-26,1520
2022-03-27,1390
2022-03-28,1850
2022-03-29,1610
2022-03-30,1740
2022-03-31,1580
2022-04-01,1450
2022-04-02,1920
2022-04-03,1670
2022-04-04,1890
2022-04-05,1710
2022-04-06,2050
2022-04-07,1830
2022-04-08,1640
2022-04-09,1480
2022-04-10,1270
2022-04-11,1590
2022-04-12,1730
2022-04-13,1960
2022-04-14,1410
2022-04-15,1820
2022-04-16,1290
2022-04-17,1150
2022-04-18,1670
2022-04-19,1540
2022-04-20,1880
2022-04-21,1320
2022-04-22,2140
2022-04-23,1690
2022-04-24,1790
2022-04-25,2030
2022-04-26,1920
2022-04-27,1560
2022-04-28,1480
2022-04-29,1710
2022-04-30,1950
2022-05-01,2180
2022-05-02,1840
2022-05-03,1670
2022-05-04,1520
2022-05-05,1330
2022-05-06,1110
2022-05-07,1650
2022-05-08,1590
2022-05-09,2010
2022-05-10,1280
2022-05-11,2070
2022-05-12,1240
2022-05-13,940
2022-05-14,1560
2022-05-15,1510
2022-05-16,1820
2022-05-17,980
2022-05-18,2230
2022-05-19,1420
2022-05-20,1540
2022-05-21,1790
2022-05-22,1630
2022-05-23,1270
2022-05-24,1210
2022-05-25,1350
2022-05-26,1710
2022-05-27,1790
2022-05-28,1060
2022-05-29,1470
2022-05-30,930
2022-05-31,880
2022-06-01,1020
2022-06-02,960
2022-06-03,900
2022-06-04,1090
2022-06-05,1160
2022-06-06,840
2022-06-07,1120
2022-06-08,880
2022-06-09,1260
2022-06-10,920
2022-06-11,880
2022-06-12,1100
2022-06-13,920
2022-06-14,1040
2022-06-15,590
2022-06-16,890
2022-06-17,890
2022-06-18,840
2022-06-19,1030
2022-06-20,510
2022-06-21,760
2022-06-22,840
2022-06-23,2280
2022-06-24,1100
2022-06-25,640
2022-06-26,540
2022-06-27,720
2022-06-28,630
2022-06-29,670
2022-06-30,840
2022-07-01,490
2022-07-02,520
2022-07-03,800
2022-07-04,660
2022-07-05,570
2022-07-06,440
2022-07-07,1300
2022-07-08,670
2022-07-09,500
2022-07-10,650
2022-07-11,840
2022-07-12,390
2022-07-13,500
2022-07-14,350
2022-07-15,660
2022-07-16,810
2022-07-17,270
2022-07-18,1230
2022-07-19,860
2022-07-20,800
2022-07-21,600
2022-07-22,400
2022-07-23,420
2022-07-24,880
2022-07-25,830
2022-07-26,450
2022-07-27,260
2022-07-28,630
2022-07-29,280
2022-07-30,650
2022-07-31,440
2022-08-01,330
